i,j,PN,CU,RW
1,4,790,815,790
1,5,315,278,310
1,6,104,48,47
2,5,12,8,8
2,6,10,4,6
4,1,112,117,112
4,5,65,53,65
4,6,22,18,18
5,6,8,7,8
