Predator,Prey,Pred Mass,Prey Mass,Scenario
Acomys_spinosissimus,Grammomys_dolichurus,1.423246,1.614897,CU
Acomys_spinosissimus,Hylomyscus_aeta,1.423246,1.399674,CU
Acomys_spinosissimus,Lemniscomys_striatus,1.423246,1.619093,CU
Acomys_spinosissimus,Lophuromys_flavopunctatus,1.423246,1.778151,CU
Acomys_spinosissimus,Mastomys_natalensis,1.423246,1.561101,CU
Acomys_spinosissimus,Mus_callewaerti,1.423246,1.340444,CU
Acomys_spinosissimus,Mus_sorella,1.423246,1.136721,CU
Acomys_spinosissimus,Mus_triton,1.423246,1.082785,CU
Acomys_spinosissimus,Praomys_jacksoni,1.423246,1.623249,CU
Acomys_spinosissimus,Zelotomys_hildegardeae,1.423246,1.778151,CU
Acomys_spinosissimus,Dendromus_mesomelas,1.423246,1.045323,CU
Acomys_spinosissimus,Dendromus_nyikae,1.423246,1.176091,CU
Acomys_spinosissimus,Saccostomus_campestris,1.423246,1.70927,CU
Acomys_spinosissimus,Steatomys_pratensis,1.423246,1.681241,CU
Acomys_spinosissimus,Elephantulus_brachyrhynchus,1.423246,1.676694,CU
Acomys_spinosissimus,Graphiurus_lorraineus,1.423246,1.225309,CU
Acomys_spinosissimus,Graphiurus_microtis,1.423246,1.190332,CU
Acomys_spinosissimus,Graphiurus_monardi,1.423246,1.565848,CU
Aethomys_chrysophilus,Acomys_spinosissimus,1.874482,1.423246,CU
Aethomys_chrysophilus,Aethomys_kaiseri,1.874482,1.954243,CU
Aethomys_chrysophilus,Aethomys_nyikae,1.874482,1.886491,CU
Aethomys_chrysophilus,Dasymys_incomtus,1.874482,1.955207,CU
Aethomys_chrysophilus,Gerbilliscus_boehmi,1.874482,1.982271,CU
Aethomys_chrysophilus,Gerbilliscus_leucogaster,1.874482,1.862131,CU
Aethomys_chrysophilus,Gerbilliscus_validus,1.874482,2.032216,CU
Aethomys_chrysophilus,Grammomys_dolichurus,1.874482,1.614897,CU
Aethomys_chrysophilus,Hylomyscus_aeta,1.874482,1.399674,CU
Aethomys_chrysophilus,Lemniscomys_striatus,1.874482,1.619093,CU
Aethomys_chrysophilus,Lophuromys_flavopunctatus,1.874482,1.778151,CU
Aethomys_chrysophilus,Mastomys_natalensis,1.874482,1.561101,CU
Aethomys_chrysophilus,Mus_callewaerti,1.874482,1.340444,CU
Aethomys_chrysophilus,Mus_sorella,1.874482,1.136721,CU
Aethomys_chrysophilus,Mus_triton,1.874482,1.082785,CU
Aethomys_chrysophilus,Oenomys_hypoxanthus,1.874482,1.954243,CU
Aethomys_chrysophilus,Otomys_angoniensis,1.874482,2.086004,CU
Aethomys_chrysophilus,Pelomys_fallax,1.874482,2.113943,CU
Aethomys_chrysophilus,Praomys_jacksoni,1.874482,1.623249,CU
Aethomys_chrysophilus,Thallomys_paedulcus,1.874482,1.905796,CU
Aethomys_chrysophilus,Zelotomys_hildegardeae,1.874482,1.778151,CU
Aethomys_chrysophilus,Dendromus_nyikae,1.874482,1.176091,CU
