i,j,PN,CU,RW
1,4,280,280,280
1,5,162,157,157
1,6,43,24,24
2,5,4,2,2
2,6,5,2,2
4,1,13,13,13
4,5,38,38,38
4,6,13,13,13
5,6,7,7,7
