i,j,PN,CU,RW
1,2,5,5,5
1,4,306,306,306
1,5,74,74,74
1,6,33,33,33
2,5,3,3,3
2,6,9,9,9
4,5,56,56,56
4,6,24,24,24
5,6,3,3,3
