i,j,PN,CU,RW
1,4,366,366,366
1,5,164,139,164
1,6,27,0,27
2,5,2,2,2
2,6,3,0,3
4,1,18,18,18
4,5,53,41,53
4,6,15,0,15
5,6,7,0,7
