i,j,PN,CU,RW
1,4,617,585,617
1,5,243,238,238
1,6,82,0,35
2,5,4,2,2
2,6,7,0,5
4,1,97,97,97
4,5,64,61,64
4,6,19,0,17
5,6,8,0,8
