Predator,Prey,Pred Mass,Prey Mass,Scenario
Cerdocyon_thous,Sciurus_igniventris,3.719331,2.845098,CU
Cerdocyon_thous,Holochilus_sciureus,3.719331,2.232996,CU
Cerdocyon_thous,Nectomys_rattus,3.719331,2.39585,CU
Cerdocyon_thous,Oecomys_bicolor,3.719331,1.531479,CU
Cerdocyon_thous,Oecomys_trinitatis,3.719331,1.865696,CU
Cerdocyon_thous,Oligoryzomys_fulvescens,3.719331,1.39794,CU
Cerdocyon_thous,Zygodontomys_brevicauda,3.719331,1.717671,CU
Cerdocyon_thous,Speothos_venaticus,3.719331,3.778151,CU
Cerdocyon_thous,Leopardus_tigrinus,3.719331,3.352183,CU
Cerdocyon_thous,Leopardus_wiedii,3.719331,3.511883,CU
Eira_barbara,Sciurus_igniventris,3.592177,2.845098,CU
Eira_barbara,Holochilus_sciureus,3.592177,2.232996,CU
Eira_barbara,Nectomys_rattus,3.592177,2.39585,CU
Eira_barbara,Oecomys_bicolor,3.592177,1.531479,CU
Eira_barbara,Oecomys_trinitatis,3.592177,1.865696,CU
Eira_barbara,Oligoryzomys_fulvescens,3.592177,1.39794,CU
Eira_barbara,Zygodontomys_brevicauda,3.592177,1.717671,CU
Galictis_vittata,Sciurus_igniventris,3.50515,2.845098,CU
Galictis_vittata,Holochilus_sciureus,3.50515,2.232996,CU
Galictis_vittata,Nectomys_rattus,3.50515,2.39585,CU
Galictis_vittata,Oecomys_bicolor,3.50515,1.531479,CU
Galictis_vittata,Oecomys_trinitatis,3.50515,1.865696,CU
Galictis_vittata,Oligoryzomys_fulvescens,3.50515,1.39794,CU
Galictis_vittata,Zygodontomys_brevicauda,3.50515,1.717671,CU
Herpailurus_yagouaroundi,Leopardus_tigrinus,3.896245,3.352183,CU
Herpailurus_yagouaroundi,Leopardus_wiedii,3.896245,3.511883,CU
Herpailurus_yagouaroundi,Cerdocyon_thous,3.896245,3.719331,CU
Herpailurus_yagouaroundi,Speothos_venaticus,3.896245,3.778151,CU
Herpailurus_yagouaroundi,Holochilus_sciureus,3.896245,2.232996,CU
Herpailurus_yagouaroundi,Nectomys_rattus,3.896245,2.39585,CU
Herpailurus_yagouaroundi,Oecomys_bicolor,3.896245,1.531479,CU
Herpailurus_yagouaroundi,Oecomys_trinitatis,3.896245,1.865696,CU
Herpailurus_yagouaroundi,Oligoryzomys_fulvescens,3.896245,1.39794,CU
Herpailurus_yagouaroundi,Zygodontomys_brevicauda,3.896245,1.717671,CU
Herpailurus_yagouaroundi,Sciurus_igniventris,3.896245,2.845098,CU
Herpailurus_yagouaroundi,Eira_barbara,3.896245,3.592177,CU
Herpailurus_yagouaroundi,Galictis_vittata,3.896245,3.50515,CU
Herpailurus_yagouaroundi,Lontra_longicaudis,3.896245,3.816573,CU
Leopardus_pardalis,Mazama_nemorivaga,4.075551,4.176091,CU
