i,j,PN,CU,RW
1,4,412,412,412
1,5,101,98,115
1,6,61,26,26
2,5,9,7,7
2,6,8,6,6
4,1,33,33,33
4,5,39,39,39
4,6,14,14,14
5,6,5,5,6
