i,j,PN,CU,RW
1,4,897,880,897
1,5,261,183,258
1,6,102,0,43
2,5,10,6,8
2,6,10,0,7
4,1,152,158,152
4,5,76,43,76
4,6,27,0,21
5,6,8,0,8
