i,j,PN,CU,RW
1,2,9,8,9
1,4,122,111,122
1,5,74,25,74
1,6,15,0,15
2,6,2,0,2
4,1,4,3,4
4,2,1,1,1
4,5,27,9,27
4,6,8,0,8
5,6,5,0,5
