i,j,PN,CU,RW
1,4,187,187,187
1,5,94,37,94
1,6,15,0,15
2,5,2,0,2
2,6,2,0,2
4,1,10,10,10
4,5,41,3,41
4,6,13,0,13
5,6,7,0,7
