i,j,PN,CU,RW
1,2,19,19,19
1,4,751,559,751
1,5,90,18,90
1,6,39,0,39
2,5,1,0,1
2,6,3,0,3
4,1,17,17,17
4,2,1,1,1
4,5,42,14,42
4,6,27,0,27
5,6,2,0,2
