i,j,PN,CU,RW
1,2,12,11,12
1,4,137,108,137
1,5,71,27,71
1,6,32,15,32
2,6,10,3,10
4,1,11,9,11
4,2,3,3,3
4,5,43,15,43
4,6,28,13,28
5,6,10,2,10
