i,j,PN,CU,RW
1,4,263,246,263
1,5,118,61,118
1,6,21,0,21
2,5,2,0,2
2,6,2,0,2
4,1,12,12,12
4,5,50,6,50
4,6,16,0,16
5,6,7,0,7
