Species,ED,SE_ED
Dendrolagus_bennettianus,3.129798130395937,0.13716709942274546
Dendrolagus_notatus,2.132740426229262,0.1264518000547376
Dendrolagus_dorianus,1.9244369784598112,0.1261129953843556
Dendrolagus_mayri,1.6603259972518445,0.10754268566563259
Dendrolagus_scottae,2.0688373139746545,0.11601833195550268
Dendrolagus_stellarum,1.8960436317982434,0.11579796464435337
Dendrolagus_ursinus,3.833242470150757,0.17237231884170764
Petrogale_xanthopus,4.853857466635513,0.16846300927503788
Petrogale_persephone,5.088097392067814,0.19601339226697578
Petrogale_coenensis,2.110317346422607,0.15883265865311574
Petrogale_rothschildi,2.348562118646872,0.13603508706927173
Petrogale_lateralis,2.2024045561333714,0.1282742324125982
Petrogale_penicillata,1.1269497187001392,0.07475443202912417
Petrogale_herberti,1.1548179615518734,0.0778482861606906
Petrogale_inornata,0.8361580903755039,0.06118885818596449
Petrogale_mareeba,0.8275713488460242,0.050229342355545006
Petrogale_assimilis,1.1645647345836847,0.06968672927787802
Petrogale_sharmani,1.1249273125932246,0.07916247056681393
Petrogale_purpureicollis,1.9363783129959762,0.11646262926745313
Petrogale_godmani,1.9811500609609307,0.1309840390089094
Petrogale_burbidgei,4.266981984571171,0.16179227758331394
Petrogale_brachyotis,3.0703300320355416,0.1387250883782058
Petrogale_concinna,3.0817628782865523,0.1396691887662977
Dorcopsulus_vanheurni,5.854217397154236,0.1930070451302186
Dorcopsulus_macleayi,5.854217397154236,0.1930070451302186
Protemnodon_nombe,2.75869533952142,0.16736565366607178
Protemnodon_anak,2.690460748433125,0.18504409663580246
Procoptodon_oreas,2.90237409209069,0.19811985318526512
Protemnodon_roechus,2.4407394927819968,0.15355653278340703
Procoptodon_rapha,2.7864907030158936,0.18234342054919128
Protemnodon_tumbuna,2.4828127577526153,0.163540593039583
Protemnodon_brehus,2.7263091174982548,0.18070905994775976
Protemnodon_hopei,2.743026467000258,0.1710561430967247
Dorcopsis_atrata,4.116305606480789,0.1789586789593985
Dorcopsis_hageni,4.396428765779877,0.1914819336617009
Dorcopsis_luctuosa,4.417529059428405,0.20645965644597192
Dorcopsis_muelleri,4.269298079056168,0.18557768991990747
Caloprymnus_campestris,12.156641291796875,0.3236707735945813
Potorous_longipes,12.692854430285644,0.2423033321468003
Potorous_gilbertii,7.490695540740967,0.15985751691380204
Potorous_tridactylus,7.475591959124756,0.1371909247860251
Potorous_platyops,8.521672872973634,0.1934664163693603
Bettongia_lesueur,6.982508935879516,0.20035954021463603
Bettongia_gaimardi,4.9199399939239505,0.13264259571597034
Bettongia_tropica,3.390044438317871,0.08372286718627966
Bettongia_penicillata,3.300549993827057,0.09125213581282465
Bettongia_anhydra,5.239046737453461,0.24277890832022941
Bettongia_pusilla,5.28436052388916,0.23277917729444075
Aepyprymnus_rufescens,11.623080915649414,0.2364606306632114
Borungaboodie_hatcheri,12.525768761450195,0.43159246707181803
Propleopus_oscillans,30.418555095312502,0.3790567695968599
Hypsiprymnodon_moschatus,30.418555095312502,0.3790567695968599
Petaurus_australis,21.89897189941406,0.12819386296360755
Petaurus_abidi,14.159410399707031,0.15075463696339567
Petaurus_norfolcensis,5.006869999926757,0.09891140522007949
Petaurus_gracilis,5.006869999926757,0.09891140522007949
Petaurus_biacensis,5.4167298499267575,0.12300684422302235
Petaurus_breviceps,5.4167298499267575,0.12300684422302235
Dactylonax_palpator,17.111147949707032,0.14268107744874076
Dactylopsila_trivirgata,7.4780899892120365,0.29335608466269986
Dactylopsila_megalura,7.941802701550293,0.30159664979102613
Dactylopsila_kambuayai,8.056861050860595,0.29828902068106006
Dactylopsila_tatei,7.805565908084106,0.2837765587353444
Gymnobelideus_leadbeateri,24.392631799414062,0.11653028552494207
Pseudocheirus_occidentalis,14.100704762353516,0.2891248748296521
Pseudocheirus_peregrinus,14.100704762353516,0.2891248748296521
Pseudochirulus_cinereus,10.203348884625244,0.2654734722101123
Pseudochirulus_herbertensis,10.203348884625244,0.2654734722101123
Pseudochirulus_caroli,6.810084928533173,0.2471133491103593
Pseudochirulus_schlegeli,9.750293917954254,0.4543272211856662
Pseudochirulus_mayeri,6.638354488323975,0.222330936727888
Pseudochirulus_forbesi,5.926039695811462,0.18173706019547076
Pseudochirulus_larvatus,5.926039695811462,0.18173706019547076
Pseudochirulus_canescens,9.412484729022216,0.29364721458187815
Petauroides_ayamaruensis,11.882130937353516,0.3174092582811268
Petauroides_volans,11.882130937353516,0.3174092582811268
Hemibelideus_lemuroides,18.11890507470703,0.28499649179615666
Petropseudes_dahli,16.910895066589354,0.31010227955052533
Pseudochirops_corinnae,12.782619878100586,0.3093272542318094
Pseudochirops_cupreus,9.09884865236206,0.25136060456797577
Pseudochirops_albertisii,5.88383867618103,0.21229358348530458
Pseudochirops_coronatus,5.88383867618103,0.21229358348530458
Pseudochirops_archeri,23.454824149414062,0.2202931971298694
Tarsipes_rostratus,42.2533251953125,0
Acrobates_pygmaeus,35.7433251953125,0
Distoechurus_pennatus,35.7433251953125,0
Phascolonus_gigas,11.207485483203126,0.42904472679603006
Lasiorhinus_krefftii,7.687735791601562,0.36734417153269405
Lasiorhinus_latifrons,7.687735791601562,0.36734417153269405
Vombatus_ursinus,10.663972983203125,0.39903640368717463
Vombatus_hacketti,10.663972983203125,0.39903640368717463
Warendja_wakefieldi,21.5201006328125,0.4580432066655386
Maokopia_ronaldi,9.593197183203126,0.3399651443110924
Zygomaturus_trilobus,9.593197183203126,0.3399651443110924
Diprotodon_optatum,14.58596326640625,0.43365437970638415
Palorchestes_azeal,20.8248598328125,0.46651508367393885
Thylacoleo_carnifex,36.14851953125,0.24173331355500988
Phascolarctos_cinereus,46.416601562500006,0
Myrmecobius_fasciatus,38.162335425,0.07924170743197326
Neophascogale_lorentzii,7.757494831616211,0.12357306319756438
Phascolosorex_dorsalis,7.849215794189453,0.11355714311699842
Sarcophilus_harrisii,9.040430586352539,0.11762464444733307
Dasyurus_maculatus,5.904747524261475,0.0745242186392841
Dasyurus_albopunctatus,3.738960248643494,0.05878386165148688
Dasyurus_spartacus,2.3608730589561464,0.04113687283007813
Dasyurus_geoffroii,2.3608730589561464,0.04113687283007813
Dasyurus_viverrinus,4.594884702175904,0.06669415267466286
Dasyurus_hallucatus,7.451123445666504,0.09581946009880112
Myoictis_wallacei,5.845794064227295,0.09083407097628472
Myoictis_leucura,3.895511249069214,0.06042742270999002
Myoictis_wavicus,3.895511249069214,0.06042742270999002
Myoictis_melas,7.656022830187989,0.12083430224973706
Parantechinus_apicalis,10.418007963134766,0.16917925919711485
Pseudantechinus_bilarni,9.881809425598144,0.16543909291949896
Pseudantechinus_woolleyae,7.140861826568604,0.11905056449017659
Pseudantechinus_mimulus,4.435773521786499,0.08569513389336611
Pseudantechinus_roryi,2.877129494895935,0.05428312150974799
Pseudantechinus_macdonnellensis,2.938966741465759,0.060329679584982164
Dasyuroides_byrnei,8.287762994982911,0.12667689214606093
Dasycercus_blythi,4.564529216659546,0.1004226986371125
Dasycercus_cristicauda,4.564529216659546,0.1004226986371125
Pseudantechinus_ningbing,6.845219894708252,0.10398126193175553
Dasykaluta_rosamondae,10.179678241259765,0.1495486822546394
Antechinus_flavipes,5.423528829907227,0.09756551191224315
Antechinus_bellus,4.205431401214599,0.06811177550567984
Antechinus_leo,4.214528783172607,0.06808396986469009
Antechinus_adustus,3.844764387200928,0.0932402703027658
Antechinus_stuartii,3.844764387200928,0.0932402703027658
Antechinus_agilis,5.5116990578125,0.09404985964308656
Antechinus_godmani,8.648031269921875,0.1410395392857073
Antechinus_subtropicus,5.386342935766602,0.20713753775875604
Antechinus_swainsonii,8.271004692236328,0.13053699247860365
Antechinus_minimus,8.164766588378907,0.15484612170424134
Phascogale_pirata,4.977243832958984,0.04846545765564497
Phascogale_tapoatafa,4.977243832958984,0.04846545765564497
Phascogale_calura,9.243486165917968,0.08804135221982205
Murexia_habbema,6.9235915922363285,0.10406957157397434
Murexia_rothschildi,6.868686354345703,0.10404909818722878
Murexia_longicaudata,4.754095418078613,0.07436149754660074
Murexia_naso,4.729291299536133,0.07637825761788816
Murexia_melanurus,6.439148368310547,0.08526095545635357
Phascolosorex_doriae,9.488810806420899,0.5470734039828383
Ningaui_timealeyi,11.494617959765625,0.12369685082673902
Ningaui_yvonneae,9.274922830078125,0.12458703914814125
Ningaui_ridei,9.383505188769531,0.09575875163568395
Sminthopsis_leucopus,7.892949688496399,0.15490292030341962
Sminthopsis_dolichura,7.265347530310821,0.12280049495916881
Sminthopsis_gilberti,4.739820173207474,0.08586267316708526
Sminthopsis_murina,4.751144164898109,0.0860000369326234
Sminthopsis_youngsoni,5.608289510209656,0.16534890932569962
Sminthopsis_ooldea,5.625462947742844,0.1618298158102063
Sminthopsis_butleri,5.859434277016067,0.09979552715771527
Sminthopsis_hirtipes,9.181024891540527,0.11131444298952206
Sminthopsis_archeri,8.122216984991455,0.11335743329320802
Sminthopsis_psammophila,8.487464772753906,0.13396001994268875
Sminthopsis_granulipes,6.953918106515503,0.1000198898631631
Sminthopsis_longicaudata,6.896843947528076,0.10587670958050446
Sminthopsis_crassicaudata,7.263650247650147,0.11295267949002934
Sminthopsis_fuliginosus,6.07489479427166,0.23323810789856894
Sminthopsis_bindi,6.852950631047058,0.09278294811544617
Sminthopsis_douglasi,7.256694652500153,0.12130164909855293
Sminthopsis_virginiae,8.573372082314682,0.19379516344745223
Sminthopsis_macroura,9.943969155037689,0.23891338516238445
Sminthopsis_griseoventer,9.41869745258789,0.12519924793506648
Sminthopsis_aitkeni,9.326660966723633,0.14143744375447487
Antechinomys_laniger,17.825049848046874,0.17272090024367293
Planigale_novaeguineae,8.8752385390625,0.39169792089864314
Planigale_gilesi,7.283441378149414,0.14300264640263596
Planigale_tenuirostris,7.391367390112305,0.14314215143087888
Planigale_ingrami,10.008992205957032,0.1832912452395159
Planigale_maculata,12.612389023046875,0.2853346504731687
Thylacinus_cynocephalus,52.186406250000005,0
Dromiciops_gliroides,86.465625,0
Lestodelphys_halli,15.54286232421875,0.3887448328857982
Thylamys_venustus,6.438183066748047,0.30338661704604725
Thylamys_cinderella,6.438183066748047,0.30338661704604725
Thylamys_pallidior,2.410910486451721,0.17829923637617606
Thylamys_fenestrae,2.410910486451721,0.17829923637617606
Thylamys_elegans,3.5280966585662843,0.23316662542029457
Thylamys_tatei,4.8266604396850585,0.28777509929694545
Thylamys_macrurus,5.983059703967285,0.304026873326403
Thylamys_citellus,3.204035083642578,0.23192053241455995
Thylamys_pulchellus,3.1214538876312257,0.21292356261639847
Thylamys_pusillus,3.08620108710022,0.2350751977581972
Thylamys_karimii,11.021650715820313,0.399442343022948
Thylamys_velutinus,9.71763484140625,0.3412243967101659
Gracilinanus_aceramarcae,8.964469906152344,0.33453490744238745
Gracilinanus_agilis,6.081401259179687,0.28567223267403563
Gracilinanus_microtarsus,6.054328521777344,0.27705823738536
Gracilinanus_emiliae,6.135714521777344,0.23863339141367593
Gracilinanus_marica,6.135714521777344,0.23863339141367593
Gracilinanus_dryas,9.099489943554687,0.31825040474456057
Cryptonanus_unduaviensis,7.453318844848633,0.3667509907266138
Cryptonanus_guahybae,8.060734450170898,0.39877905759902416
Cryptonanus_ignitus,7.325995719335937,0.33989055137304197
Cryptonanus_chacoensis,7.626920626391602,0.38335054283991327
Cryptonanus_agricolai,7.33766313347168,0.37174323476604254
Marmosops_impavidus,6.600331129284668,0.32011303719179673
Marmosops_ocellatus,5.512820333740234,0.30062507223997836
Marmosops_neblina,6.475741720263672,0.3135164230957844
Marmosops_invictus,6.7647278759277345,0.34475212958945256
Marmosops_noctivagus,9.197087300488281,0.38114247252897454
Marmosops_incanus,8.489480190185548,0.36023547736277395
Marmosops_paulensis,8.636158035742188,0.35110180009142866
Marmosops_handleyi,7.000512381176757,0.32193178489163154
Marmosops_cracens,6.683899973950195,0.3531544079805463
Marmosops_juninensis,8.08712415024414,0.35738339276953907
Marmosops_creightoni,5.801264251672364,0.30669744450691866
Marmosops_bishopi,7.297286358691406,0.33749687156460595
Marmosops_pinheiroi,6.681207941442871,0.33831845777539654
Marmosops_parvidens,4.780064463262939,0.2771215585513002
Marmosops_pakaraimae,4.780064463262939,0.2771215585513002
Marmosops_fuscatus,14.208704227539062,0.3749976644762506
Metachirus_nudicaudatus,22.455729896875,0.4048827587926295
Lutreolina_crassicaudata,10.150934362109375,0.3293910165894553
Lutreolina_massoia,10.150934362109375,0.3293910165894553
Philander_frenatus,8.100583723510741,0.3743441236766492
Philander_mondolfii,3.770110320639038,0.24488862716342483
Philander_olrogi,4.177031522668457,0.27182807399978304
Philander_opossum,6.252459362133789,0.34871509348381635
Philander_mcilhennyi,4.26783313578186,0.26600949563427534
Philander_deltae,4.122173834307861,0.2707606727137267
Philander_andersoni,4.348662813067627,0.26479800069754694
Didelphis_virginiana,9.468685456054688,0.384841259481087
Didelphis_imperfecta,3.831686969171143,0.23016888568127722
Didelphis_pernigra,3.631883931854248,0.23416032390827368
Didelphis_marsupialis,4.817267137573242,0.2579627521397934
Didelphis_aurita,4.74386067520752,0.25127948531556626
Didelphis_albiventris,5.036387542248535,0.34005383920462673
Chironectes_minimus,18.0768843484375,0.4366497004382432
Monodelphis_reigi,7.981387909936523,0.36885002328354644
Monodelphis_adusta,8.518194288989259,0.3995882471579729
Monodelphis_osgoodi,11.113292443066406,0.4446631998177648
Monodelphis_unistriata,5.736755317932129,0.42386352209732336
Monodelphis_ronaldi,7.248207236401368,0.45712629143331834
Monodelphis_scalops,9.939994447216797,0.38212414712969517
Monodelphis_brevicaudata,3.8257683782684326,0.22869121427995806
Monodelphis_palliolata,2.776661390986633,0.1820898399386836
Monodelphis_domestica,3.3893709877822875,0.20091865058096836
Monodelphis_peruviana,5.491664627818299,0.41904150687912745
Monodelphis_glirina,2.88747779757843,0.1926926653274545
Monodelphis_iheringi,6.253114983776856,0.34309734097033845
Monodelphis_americana,7.847640050091552,0.41767622265708715
Monodelphis_dimidiata,8.935801502783203,0.39744004732088944
Monodelphis_emiliae,11.35743123071289,0.49113216176256114
Monodelphis_handleyi,6.094424023846435,0.4129284847686189
Monodelphis_kunsi,19.6349536765625,0.5307469374423951
Tlacuatzin_canescens,22.220394846875,0.4158893996059419
Marmosa_paraguayanus,5.878103474829102,0.3193724850149317
Marmosa_demerarae,5.855561993237305,0.3002209386684379
Marmosa_regina,3.8161159545654297,0.21245775775052406
Marmosa_phaea,3.8161159545654297,0.21245775775052406
Marmosa_constantiae,5.539269953710938,0.2703360797011851
Marmosa_alstoni,4.937625212451172,0.25348166889269186
Marmosa_murina,4.894224585595703,0.2576264705743459
Marmosa_quichua,4.894224585595703,0.2576264705743459
Marmosa_tyleriana,7.2478033859863285,0.3214573635957661
Marmosa_lepida,13.333591373925781,0.4593238026262488
Marmosa_andersoni,5.770800627099609,0.31421717076225086
Marmosa_rubra,11.618235771777345,0.41297079684725474
Marmosa_robinsoni,5.859306033178711,0.318222018007737
Marmosa_mexicana,8.131233902636719,0.3644398893333616
Marmosa_xerophila,5.972990426196289,0.3118033020194211
Chacodelphys_formosa,11.583563111523437,0.4361369222758912
Hyladelphys_kalinowskii,47.698445375,0.3953770209598181
Glironia_venusta,48.25984845,0.7188051580678716
Caluromysiops_irrupta,31.1168866,0.4543893015402096
Caluromys_derbianus,14.32250661875,0.5306192727938435
Caluromys_lanatus,14.598957084375,0.5442187539613362
Caluromys_philander,17.624308696875,0.5395285349224637
Rhyncholestes_raphanurus,42.6430751,0.36534158458944715
Lestoros_inca,42.63983225,0.3653255197395697
Caenolestes_fuliginosus,19.307257725,0.5991412281943601
Caenolestes_convelatus,19.67575363125,0.5266912245064773
Caenolestes_sangay,21.26986593125,0.7933138588425612
Caenolestes_caniventer,20.49538341875,0.6053406340183762
Caenolestes_condorensis,16.66615014375,0.7894692116834192
Fossa_fossana,16.430417453692627,0.07986751172117326
Eupleres_goudotii,10.932491476846314,0.163537321669815
Eupleres_major,10.932491476846314,0.163537321669815
Salanoia_concolor,6.417733333355713,0.05522047972662675
Mungotictis_decemlineata,6.417733333355713,0.05522047972662675
Galidictis_grandidieri,6.485065083355713,0.1106332454476446
Galidictis_fasciata,6.485065083355713,0.1106332454476446
Galidia_elegans,15.177890233422852,0.0714371168584462
Cryptoprocta_spelea,13.905850952972411,0.23352470136208742
Cryptoprocta_ferox,13.905850952972411,0.23352470136208742
Suricata_suricatta,7.0143442832992555,0.20109582271353874
Crossarchus_obscurus,1.4060512401625633,0.08023585173151151
Crossarchus_platycephalus,1.4060512401625633,0.08023585173151151
Crossarchus_ansorgei,2.4308684675956727,0.12162852607485186
Crossarchus_alexandri,2.585145503503609,0.134890860743394
Helogale_parvula,1.990318587856102,0.107682317525392
Helogale_hirtula,1.990318587856102,0.107682317525392
Dologale_dybowskii,3.140838575712204,0.13861182297765595
Mungos_mungo,6.233226719673157,0.19689774784503203
Mungos_gambianus,6.233226719673157,0.19689774784503203
Liberiictis_kuhni,13.608677564593506,0.1469021677252639
Herpestes_urva,2.334251756061697,0.13074646764460757
Herpestes_brachyurus,2.334251756061697,0.13074646764460757
Herpestes_fuscus,2.2723531411299707,0.11442256682211331
Herpestes_javanicus,0.9634149698129952,0.07000022302979737
Herpestes_auropunctatus,0.9634149698129952,0.07000022302979737
Herpestes_edwardsii,1.562878181948185,0.10788156529127342
Herpestes_smithii,2.419813742736101,0.1439178027385842
Herpestes_semitorquatus,1.388080152392566,0.0944596875240454
Herpestes_vitticollis,2.561110923723221,0.13525077244890576
Herpestes_naso,5.423487711539841,0.15734152747718144
Atilax_paludinosus,6.752186532527923,0.19252799313157093
Ichneumia_albicauda,7.5124781536483765,0.17374863018818282
Cynictis_penicillata,3.268800963982201,0.14155200070244212
Paracynictis_selousi,3.268800963982201,0.14155200070244212
Rhynchogale_melleri,3.905164424090576,0.1670791548744422
Bdeogale_nigripes,1.5714107753983497,0.09044750719211263
Bdeogale_jacksoni,1.5714107753983497,0.09044750719211263
Bdeogale_crassicauda,1.6133390753983496,0.09597142801489059
Bdeogale_omnivora,1.6133390753983496,0.09597142801489059
Herpestes_sanguineus,4.10868420040245,0.18660433052835074
Herpestes_ochraceus,4.10868420040245,0.18660433052835074
Herpestes_ichneumon,7.648353297814942,0.23101089756184462
Herpestes_pulverulentus,6.096481662060547,0.22631819241590634
Herpestes_flavescens,5.061634284363556,0.18644459607636876
Proteles_cristata,11.07012674008789,0.051324282401742485
Hyaena_hyaena,6.378971375494385,0.07978186984566119
Parahyaena_brunnea,6.378971375494385,0.07978186984566119
Crocuta_crocuta,18.524781169274902,0.08264101090087891
Cynogale_bennettii,17.43289811044922,0.1591666311432054
Macrogalidia_musschenbroekii,17.252632608197022,0.14853758588405314
Diplogale_hosei,15.860053866339111,0.12875308107939465
Chrotogale_owstoni,12.811126902082824,0.10614903440079534
Hemigalus_derbyanus,12.786306243107605,0.10007711166528366
Arctictis_binturong,17.611855182543945,0.09560229610832474
Paguma_larvata,13.767423791271973,0.09016838476642913
Paradoxurus_hermaphroditus,9.687334414585877,0.0833996594661175
Paradoxurus_jerdoni,6.0662377063117985,0.07802169178698508
Paradoxurus_zeylonensis,6.072525070374298,0.0732441641246104
Arctogalidia_trivirgata,21.544285465087892,0.0703336278895291
Genetta_abyssinica,6.253764902319336,0.13295932707727803
Genetta_thierryi,6.253764902319336,0.13295932707727803
Genetta_victoriae,7.795809828771973,0.061377648796163656
Genetta_piscivora,2.5845743714315415,0.040790141971416255
Genetta_servalina,2.5845743714315415,0.040790141971416255
Genetta_johnstoni,5.414947905524826,0.11103282568877253
Genetta_cristata,4.1398296622169495,0.08377817196813513
Genetta_bourloni,1.380599168023026,0.03385908582318868
Genetta_poensis,1.1526710307480335,0.0251708127307957
Genetta_pardina,1.4003631242210746,0.04110444801396031
Genetta_maculata,2.2404252909358977,0.04292933654159821
Genetta_angolensis,2.506615578840065,0.04054978222864628
Genetta_tigrina,3.438136592768097,0.04968846273902567
Genetta_genetta,4.394143985536194,0.067854573554573
Poiana_leightoni,10.022621057543946,0.12869133954015288
Poiana_richardsonii,10.022621057543946,0.12869133954015288
Viverricula_indica,18.26593321508789,0.07591913544382833
Viverra_zibetha,5.678186414385986,0.06041892368303474
Viverra_civettina,3.4685368571929933,0.06008198690016142
Viverra_megaspila,3.4685368571929933,0.06008198690016142
Viverra_tangalunga,8.711870728771972,0.07061458723456109
Civettictis_civetta,13.477871457543944,0.08743268641279725
Prionodon_pardicolor,23.649844360351565,0
Prionodon_linsang,23.649844360351565,0
Smilodon_populator,17.88152234008789,0.4231841523234167
Smilodon_fatalis,17.88152234008789,0.4231841523234167
Homotherium_latidens,17.41432699008789,0.39421684123480294
Homotherium_serum,17.41432699008789,0.39421684123480294
Panthera_pardus,5.819711591271973,0.09508781567612754
Panthera_atrox,1.8599862739089965,0.05813238905520117
Panthera_spelaea,1.8599862739089965,0.05813238905520117
Panthera_leo,2.925247147817993,0.06967730000727489
Panthera_onca,4.1811974956359865,0.08090143379575929
Panthera_tigris,5.827184391271973,0.09619827262824993
Panthera_uncia,5.827184391271973,0.09619827262824993
Neofelis_diardi,7.460107182543945,0.08889876218338424
Neofelis_nebulosa,7.460107182543945,0.08889876218338424
Leptailurus_serval,10.085907182543945,0.1481580201623244
Caracal_aurata,6.580669441271973,0.11373588293353185
Caracal_caracal,6.580669441271973,0.11373588293353185
Leopardus_colocolo,2.2781423963294984,0.055889981212330866
