Size,Web,Ecozone,Scenario,Proportion,Area
Microcarnivore,90,PA,CU,14,Protected
Microherbivore,90,PA,CU,23,Protected
Megacarnivore,91,AT,CU,1,Protected
Megaherbivore,91,AT,CU,3,Protected
Mesocarnivore,91,AT,CU,7,Protected
Mesoherbivore,91,AT,CU,15,Protected
Microcarnivore,91,AT,CU,43,Protected
Microherbivore,91,AT,CU,58,Protected
Megacarnivore,92,"NA",CU,0,Protected
Megaherbivore,92,"NA",CU,0,Protected
Mesocarnivore,92,"NA",CU,2,Protected
Mesoherbivore,92,"NA",CU,3,Protected
Microcarnivore,92,"NA",CU,32,Protected
Microherbivore,92,"NA",CU,63,Protected
Megacarnivore,93,"NA",CU,1,Protected
Megaherbivore,93,"NA",CU,0,Protected
Mesocarnivore,93,"NA",CU,3,Protected
Mesoherbivore,93,"NA",CU,7,Protected
Microcarnivore,93,"NA",CU,24,Protected
Microherbivore,93,"NA",CU,37,Protected
Megacarnivore,94,"NA",CU,1,Protected
Megaherbivore,94,"NA",CU,0,Protected
Mesocarnivore,94,"NA",CU,3,Protected
Mesoherbivore,94,"NA",CU,8,Protected
Microcarnivore,94,"NA",CU,23,Protected
Microherbivore,94,"NA",CU,38,Protected
Megacarnivore,95,"NA",CU,1,Protected
Megaherbivore,95,"NA",CU,0,Protected
Mesocarnivore,95,"NA",CU,2,Protected
Mesoherbivore,95,"NA",CU,3,Protected
Microcarnivore,95,"NA",CU,13,Protected
Microherbivore,95,"NA",CU,13,Protected
Megacarnivore,96,"NA",CU,1,Protected
Megaherbivore,96,"NA",CU,0,Protected
Mesocarnivore,96,"NA",CU,3,Protected
Mesoherbivore,96,"NA",CU,4,Protected
Microcarnivore,96,"NA",CU,14,Protected
Microherbivore,96,"NA",CU,12,Protected
Megacarnivore,97,"NA",CU,0,Protected
Megaherbivore,97,"NA",CU,0,Protected
Mesocarnivore,97,"NA",CU,2,Protected
Mesoherbivore,97,"NA",CU,3,Protected
Microcarnivore,97,"NA",CU,23,Protected
Microherbivore,97,"NA",CU,48,Protected
Megacarnivore,98,"NA",CU,1,Protected
Megaherbivore,98,"NA",CU,0,Protected
Mesocarnivore,98,"NA",CU,2,Protected
Mesoherbivore,98,"NA",CU,4,Protected
Microcarnivore,98,"NA",CU,15,Protected
Microherbivore,98,"NA",CU,17,Protected
Megacarnivore,99,"NA",CU,1,Protected
Megaherbivore,99,"NA",CU,0,Protected
Mesocarnivore,99,"NA",CU,2,Protected
Mesoherbivore,99,"NA",CU,3,Protected
Microcarnivore,99,"NA",CU,14,Protected
Microherbivore,99,"NA",CU,15,Protected
Megacarnivore,10,AT,RW,1,Protected
Megaherbivore,10,AT,RW,3,Protected
Mesocarnivore,10,AT,RW,5,Protected
Mesoherbivore,10,AT,RW,14,Protected
Microcarnivore,10,AT,RW,30,Protected
Microherbivore,10,AT,RW,19,Protected
Megacarnivore,100,"NA",RW,2,Protected
Megaherbivore,100,"NA",RW,1,Protected
Mesocarnivore,100,"NA",RW,3,Protected
Mesoherbivore,100,"NA",RW,13,Protected
Microcarnivore,100,"NA",RW,46,Protected
Microherbivore,100,"NA",RW,91,Protected
Megacarnivore,101,"NA",RW,2,Protected
Megaherbivore,101,"NA",RW,0,Protected
Mesocarnivore,101,"NA",RW,3,Protected
Mesoherbivore,101,"NA",RW,5,Protected
Microcarnivore,101,"NA",RW,25,Protected
Microherbivore,101,"NA",RW,16,Protected
Megacarnivore,102,"NA",RW,1,Protected
Megaherbivore,102,"NA",RW,0,Protected
Mesocarnivore,102,"NA",RW,3,Protected
Mesoherbivore,102,"NA",RW,10,Protected
Microcarnivore,102,"NA",RW,23,Protected
Microherbivore,102,"NA",RW,31,Protected
Megacarnivore,103,"NA",RW,1,Protected
Megaherbivore,103,"NA",RW,0,Protected
Mesocarnivore,103,"NA",RW,3,Protected
Mesoherbivore,103,"NA",RW,6,Protected
Microcarnivore,103,"NA",RW,16,Protected
Microherbivore,103,"NA",RW,16,Protected
Megacarnivore,104,"NA",RW,1,Protected
Megaherbivore,104,"NA",RW,0,Protected
Mesocarnivore,104,"NA",RW,2,Protected
Mesoherbivore,104,"NA",RW,5,Protected
Microcarnivore,104,"NA",RW,15,Protected
Microherbivore,104,"NA",RW,18,Protected
Megacarnivore,105,"NA",RW,2,Protected
Megaherbivore,105,"NA",RW,0,Protected
Mesocarnivore,105,"NA",RW,4,Protected
Mesoherbivore,105,"NA",RW,8,Protected
Microcarnivore,105,"NA",RW,18,Protected
Microherbivore,105,"NA",RW,23,Protected
Megacarnivore,106,"NA",RW,1,Protected
Megaherbivore,106,"NA",RW,0,Protected
Mesocarnivore,106,"NA",RW,3,Protected
Mesoherbivore,106,"NA",RW,9,Protected
Microcarnivore,106,"NA",RW,22,Protected
Microherbivore,106,"NA",RW,26,Protected
Megacarnivore,107,"NA",RW,1,Protected
Megaherbivore,107,"NA",RW,0,Protected
Mesocarnivore,107,"NA",RW,2,Protected
Mesoherbivore,107,"NA",RW,4,Protected
Microcarnivore,107,"NA",RW,15,Protected
Microherbivore,107,"NA",RW,14,Protected
Megacarnivore,108,"NA",RW,2,Protected
Megaherbivore,108,"NA",RW,0,Protected
Mesocarnivore,108,"NA",RW,3,Protected
Mesoherbivore,108,"NA",RW,9,Protected
Microcarnivore,108,"NA",RW,23,Protected
Microherbivore,108,"NA",RW,41,Protected
Megacarnivore,109,"NA",RW,1,Protected
Megaherbivore,109,"NA",RW,0,Protected
Mesocarnivore,109,"NA",RW,3,Protected
Mesoherbivore,109,"NA",RW,4,Protected
Microcarnivore,109,"NA",RW,15,Protected
Microherbivore,109,"NA",RW,16,Protected
Megacarnivore,11,AA,RW,0,Protected
Megaherbivore,11,AA,RW,0,Protected
Mesocarnivore,11,AA,RW,0,Protected
Mesoherbivore,11,AA,RW,1,Protected
Microcarnivore,11,AA,RW,17,Protected
Microherbivore,11,AA,RW,30,Protected
Megacarnivore,110,"NA",RW,1,Protected
Megaherbivore,110,"NA",RW,0,Protected
Mesocarnivore,110,"NA",RW,3,Protected
Mesoherbivore,110,"NA",RW,10,Protected
Microcarnivore,110,"NA",RW,25,Protected
Microherbivore,110,"NA",RW,30,Protected
Megacarnivore,111,"NA",RW,2,Protected
Megaherbivore,111,"NA",RW,0,Protected
Mesocarnivore,111,"NA",RW,4,Protected
Mesoherbivore,111,"NA",RW,5,Protected
Microcarnivore,111,"NA",RW,16,Protected
Microherbivore,111,"NA",RW,16,Protected
Megacarnivore,112,"NA",RW,1,Protected
Megaherbivore,112,"NA",RW,0,Protected
Mesocarnivore,112,"NA",RW,2,Protected
Mesoherbivore,112,"NA",RW,5,Protected
Microcarnivore,112,"NA",RW,14,Protected
Microherbivore,112,"NA",RW,12,Protected
Megacarnivore,113,NT,RW,2,Protected
Megaherbivore,113,NT,RW,1,Protected
Mesocarnivore,113,NT,RW,3,Protected
Mesoherbivore,113,NT,RW,3,Protected
Microcarnivore,113,NT,RW,37,Protected
Microherbivore,113,NT,RW,62,Protected
Megacarnivore,114,"NA",RW,2,Protected
Megaherbivore,114,"NA",RW,0,Protected
Mesocarnivore,114,"NA",RW,2,Protected
Mesoherbivore,114,"NA",RW,5,Protected
Microcarnivore,114,"NA",RW,20,Protected
Microherbivore,114,"NA",RW,33,Protected
Megacarnivore,115,"NA",RW,2,Protected
Megaherbivore,115,"NA",RW,3,Protected
Mesocarnivore,115,"NA",RW,8,Protected
Mesoherbivore,115,"NA",RW,21,Protected
Microcarnivore,115,"NA",RW,80,Protected
Microherbivore,115,"NA",RW,145,Protected
Megacarnivore,116,NT,RW,2,Protected
Megaherbivore,116,NT,RW,1,Protected
Mesocarnivore,116,NT,RW,3,Protected
Mesoherbivore,116,NT,RW,3,Protected
Microcarnivore,116,NT,RW,24,Protected
Microherbivore,116,NT,RW,39,Protected
Megacarnivore,117,NT,RW,2,Protected
Megaherbivore,117,NT,RW,0,Protected
Mesocarnivore,117,NT,RW,3,Protected
Mesoherbivore,117,NT,RW,4,Protected
Microcarnivore,117,NT,RW,31,Protected
Microherbivore,117,NT,RW,55,Protected
Megacarnivore,118,NT,RW,2,Protected
Megaherbivore,118,NT,RW,1,Protected
Mesocarnivore,118,NT,RW,2,Protected
Mesoherbivore,118,NT,RW,3,Protected
Microcarnivore,118,NT,RW,19,Protected
Microherbivore,118,NT,RW,29,Protected
Megacarnivore,119,AT,RW,1,Protected
Megaherbivore,119,AT,RW,3,Protected
Mesocarnivore,119,AT,RW,9,Protected
Mesoherbivore,119,AT,RW,17,Protected
Microcarnivore,119,AT,RW,40,Protected
Microherbivore,119,AT,RW,40,Protected
Megacarnivore,120,AT,RW,1,Protected
Megaherbivore,120,AT,RW,3,Protected
Mesocarnivore,120,AT,RW,7,Protected
Mesoherbivore,120,AT,RW,16,Protected
Microcarnivore,120,AT,RW,40,Protected
Microherbivore,120,AT,RW,37,Protected
Megacarnivore,121,AT,RW,1,Protected
Megaherbivore,121,AT,RW,4,Protected
Mesocarnivore,121,AT,RW,8,Protected
Mesoherbivore,121,AT,RW,14,Protected
Microcarnivore,121,AT,RW,38,Protected
Microherbivore,121,AT,RW,37,Protected
Megacarnivore,122,NT,RW,2,Protected
Megaherbivore,122,NT,RW,1,Protected
Mesocarnivore,122,NT,RW,4,Protected
Mesoherbivore,122,NT,RW,3,Protected
Microcarnivore,122,NT,RW,32,Protected
Microherbivore,122,NT,RW,48,Protected
Megacarnivore,123,NT,RW,2,Protected
Megaherbivore,123,NT,RW,1,Protected
Mesocarnivore,123,NT,RW,3,Protected
Mesoherbivore,123,NT,RW,2,Protected
Microcarnivore,123,NT,RW,33,Protected
Microherbivore,123,NT,RW,54,Protected
Megacarnivore,124,NT,RW,2,Protected
Megaherbivore,124,NT,RW,1,Protected
Mesocarnivore,124,NT,RW,4,Protected
Mesoherbivore,124,NT,RW,3,Protected
Microcarnivore,124,NT,RW,28,Protected
Microherbivore,124,NT,RW,38,Protected
Megacarnivore,125,NT,RW,2,Protected
Megaherbivore,125,NT,RW,1,Protected
Mesocarnivore,125,NT,RW,3,Protected
Mesoherbivore,125,NT,RW,2,Protected
Microcarnivore,125,NT,RW,33,Protected
Microherbivore,125,NT,RW,51,Protected
Megacarnivore,126,NT,RW,2,Protected
Megaherbivore,126,NT,RW,1,Protected
Mesocarnivore,126,NT,RW,3,Protected
Mesoherbivore,126,NT,RW,2,Protected
Microcarnivore,126,NT,RW,28,Protected
Microherbivore,126,NT,RW,45,Protected
Megacarnivore,127,NT,RW,1,Protected
Megaherbivore,127,NT,RW,1,Protected
Mesocarnivore,127,NT,RW,3,Protected
Mesoherbivore,127,NT,RW,3,Protected
Microcarnivore,127,NT,RW,25,Protected
Microherbivore,127,NT,RW,44,Protected
Megacarnivore,128,NT,RW,2,Protected
Megaherbivore,128,NT,RW,1,Protected
Mesocarnivore,128,NT,RW,3,Protected
Mesoherbivore,128,NT,RW,3,Protected
Microcarnivore,128,NT,RW,44,Protected
Microherbivore,128,NT,RW,66,Protected
Megacarnivore,129,NT,RW,2,Protected
Megaherbivore,129,NT,RW,1,Protected
Mesocarnivore,129,NT,RW,3,Protected
Mesoherbivore,129,NT,RW,3,Protected
Microcarnivore,129,NT,RW,34,Protected
Microherbivore,129,NT,RW,55,Protected
Megacarnivore,130,NT,RW,2,Protected
Megaherbivore,130,NT,RW,1,Protected
Mesocarnivore,130,NT,RW,3,Protected
Mesoherbivore,130,NT,RW,4,Protected
Microcarnivore,130,NT,RW,33,Protected
Microherbivore,130,NT,RW,56,Protected
Megacarnivore,131,NT,RW,1,Protected
Megaherbivore,131,NT,RW,0,Protected
Mesocarnivore,131,NT,RW,2,Protected
Mesoherbivore,131,NT,RW,4,Protected
Microcarnivore,131,NT,RW,22,Protected
Microherbivore,131,NT,RW,34,Protected
Megacarnivore,132,NT,RW,2,Protected
Megaherbivore,132,NT,RW,1,Protected
Mesocarnivore,132,NT,RW,3,Protected
Mesoherbivore,132,NT,RW,3,Protected
Microcarnivore,132,NT,RW,28,Protected
Microherbivore,132,NT,RW,45,Protected
Megacarnivore,133,NT,RW,2,Protected
Megaherbivore,133,NT,RW,1,Protected
Mesocarnivore,133,NT,RW,3,Protected
Mesoherbivore,133,NT,RW,3,Protected
Microcarnivore,133,NT,RW,27,Protected
Microherbivore,133,NT,RW,43,Protected
Megacarnivore,134,NT,RW,2,Protected
Megaherbivore,134,NT,RW,1,Protected
Mesocarnivore,134,NT,RW,3,Protected
Mesoherbivore,134,NT,RW,2,Protected
Microcarnivore,134,NT,RW,24,Protected
Microherbivore,134,NT,RW,33,Protected
Megacarnivore,135,NT,RW,3,Protected
Megaherbivore,135,NT,RW,1,Protected
Mesocarnivore,135,NT,RW,3,Protected
Mesoherbivore,135,NT,RW,6,Protected
Microcarnivore,135,NT,RW,53,Protected
Microherbivore,135,NT,RW,85,Protected
Megacarnivore,136,NT,RW,1,Protected
Megaherbivore,136,NT,RW,1,Protected
Mesocarnivore,136,NT,RW,4,Protected
Mesoherbivore,136,NT,RW,3,Protected
Microcarnivore,136,NT,RW,27,Protected
Microherbivore,136,NT,RW,36,Protected
Megacarnivore,137,NT,RW,1,Protected
Megaherbivore,137,NT,RW,0,Protected
Mesocarnivore,137,NT,RW,3,Protected
Mesoherbivore,137,NT,RW,4,Protected
Microcarnivore,137,NT,RW,23,Protected
Microherbivore,137,NT,RW,37,Protected
Megacarnivore,138,NT,RW,1,Protected
Megaherbivore,138,NT,RW,0,Protected
Mesocarnivore,138,NT,RW,2,Protected
Mesoherbivore,138,NT,RW,4,Protected
Microcarnivore,138,NT,RW,20,Protected
Microherbivore,138,NT,RW,34,Protected
Megacarnivore,139,NT,RW,2,Protected
Megaherbivore,139,NT,RW,1,Protected
Mesocarnivore,139,NT,RW,3,Protected
Mesoherbivore,139,NT,RW,2,Protected
Microcarnivore,139,NT,RW,29,Protected
Microherbivore,139,NT,RW,39,Protected
Mesocarnivore,14,AA,RW,0,Protected
Mesoherbivore,14,AA,RW,1,Protected
Microcarnivore,14,AA,RW,15,Protected
Microherbivore,14,AA,RW,11,Protected
Megacarnivore,140,NT,RW,2,Protected
Megaherbivore,140,NT,RW,1,Protected
Mesocarnivore,140,NT,RW,3,Protected
Mesoherbivore,140,NT,RW,2,Protected
Microcarnivore,140,NT,RW,33,Protected
Microherbivore,140,NT,RW,50,Protected
Megacarnivore,141,NT,RW,2,Protected
Megaherbivore,141,NT,RW,1,Protected
Mesocarnivore,141,NT,RW,3,Protected
Mesoherbivore,141,NT,RW,2,Protected
Microcarnivore,141,NT,RW,30,Protected
Microherbivore,141,NT,RW,51,Protected
Megacarnivore,142,NT,RW,2,Protected
Megaherbivore,142,NT,RW,1,Protected
Mesocarnivore,142,NT,RW,3,Protected
Mesoherbivore,142,NT,RW,2,Protected
Microcarnivore,142,NT,RW,29,Protected
Microherbivore,142,NT,RW,42,Protected
Megacarnivore,143,NT,RW,2,Protected
Megaherbivore,143,NT,RW,1,Protected
Mesocarnivore,143,NT,RW,3,Protected
Mesoherbivore,143,NT,RW,2,Protected
Microcarnivore,143,NT,RW,25,Protected
Microherbivore,143,NT,RW,36,Protected
Megacarnivore,144,NT,RW,2,Protected
Megaherbivore,144,NT,RW,1,Protected
Mesocarnivore,144,NT,RW,3,Protected
Mesoherbivore,144,NT,RW,3,Protected
Microcarnivore,144,NT,RW,25,Protected
Microherbivore,144,NT,RW,35,Protected
Megacarnivore,145,NT,RW,2,Protected
Megaherbivore,145,NT,RW,1,Protected
Mesocarnivore,145,NT,RW,3,Protected
Mesoherbivore,145,NT,RW,3,Protected
Microcarnivore,145,NT,RW,25,Protected
Microherbivore,145,NT,RW,29,Protected
Megacarnivore,146,NT,RW,2,Protected
Megaherbivore,146,NT,RW,1,Protected
Mesocarnivore,146,NT,RW,3,Protected
Mesoherbivore,146,NT,RW,2,Protected
Microcarnivore,146,NT,RW,28,Protected
Microherbivore,146,NT,RW,46,Protected
Megacarnivore,147,NT,RW,3,Protected
Megaherbivore,147,NT,RW,1,Protected
Mesocarnivore,147,NT,RW,1,Protected
Mesoherbivore,147,NT,RW,5,Protected
Microcarnivore,147,NT,RW,30,Protected
Microherbivore,147,NT,RW,51,Protected
Megacarnivore,148,NT,RW,3,Protected
Megaherbivore,148,NT,RW,1,Protected
Mesocarnivore,148,NT,RW,3,Protected
Mesoherbivore,148,NT,RW,5,Protected
Microcarnivore,148,NT,RW,36,Protected
Microherbivore,148,NT,RW,68,Protected
Megacarnivore,149,NT,RW,1,Protected
Megaherbivore,149,NT,RW,1,Protected
Mesocarnivore,149,NT,RW,3,Protected
Mesoherbivore,149,NT,RW,3,Protected
Microcarnivore,149,NT,RW,25,Protected
Microherbivore,149,NT,RW,26,Protected
Mesocarnivore,15,AA,RW,0,Protected
Microcarnivore,15,AA,RW,9,Protected
Microherbivore,15,AA,RW,26,Protected
Megacarnivore,150,NT,RW,2,Protected
Megaherbivore,150,NT,RW,1,Protected
Mesocarnivore,150,NT,RW,3,Protected
Mesoherbivore,150,NT,RW,2,Protected
Microcarnivore,150,NT,RW,28,Protected
Microherbivore,150,NT,RW,44,Protected
Megacarnivore,151,NT,RW,2,Protected
Megaherbivore,151,NT,RW,1,Protected
Mesocarnivore,151,NT,RW,3,Protected
Mesoherbivore,151,NT,RW,3,Protected
Microcarnivore,151,NT,RW,30,Protected
Microherbivore,151,NT,RW,46,Protected
Megacarnivore,152,NT,RW,1,Protected
Megaherbivore,152,NT,RW,0,Protected
Mesocarnivore,152,NT,RW,2,Protected
Mesoherbivore,152,NT,RW,5,Protected
Microcarnivore,152,NT,RW,19,Protected
Microherbivore,152,NT,RW,43,Protected
Megacarnivore,153,NT,RW,2,Protected
Megaherbivore,153,NT,RW,1,Protected
Mesocarnivore,153,NT,RW,3,Protected
Mesoherbivore,153,NT,RW,2,Protected
Microcarnivore,153,NT,RW,36,Protected
Microherbivore,153,NT,RW,54,Protected
Megacarnivore,154,AT,RW,1,Protected
Megaherbivore,154,AT,RW,3,Protected
Mesocarnivore,154,AT,RW,8,Protected
Mesoherbivore,154,AT,RW,16,Protected
Microcarnivore,154,AT,RW,42,Protected
Microherbivore,154,AT,RW,41,Protected
Megacarnivore,155,IM,RW,1,Protected
Megaherbivore,155,IM,RW,1,Protected
Mesocarnivore,155,IM,RW,3,Protected
Mesoherbivore,155,IM,RW,2,Protected
Microcarnivore,155,IM,RW,38,Protected
Microherbivore,155,IM,RW,56,Protected
Megacarnivore,156,IM,RW,1,Protected
Megaherbivore,156,IM,RW,2,Protected
Mesocarnivore,156,IM,RW,3,Protected
Mesoherbivore,156,IM,RW,2,Protected
Microcarnivore,156,IM,RW,46,Protected
Microherbivore,156,IM,RW,64,Protected
Megacarnivore,157,IM,RW,1,Protected
Megaherbivore,157,IM,RW,3,Protected
Mesocarnivore,157,IM,RW,3,Protected
Mesoherbivore,157,IM,RW,5,Protected
Microcarnivore,157,IM,RW,45,Protected
Microherbivore,157,IM,RW,48,Protected
Megacarnivore,158,IM,RW,1,Protected
Megaherbivore,158,IM,RW,1,Protected
Mesocarnivore,158,IM,RW,3,Protected
Mesoherbivore,158,IM,RW,2,Protected
Microcarnivore,158,IM,RW,30,Protected
Microherbivore,158,IM,RW,42,Protected
Megacarnivore,159,IM,RW,1,Protected
Megaherbivore,159,IM,RW,2,Protected
Mesocarnivore,159,IM,RW,3,Protected
Mesoherbivore,159,IM,RW,5,Protected
Microcarnivore,159,IM,RW,48,Protected
Microherbivore,159,IM,RW,51,Protected
Megacarnivore,160,AT,RW,1,Protected
Megaherbivore,160,AT,RW,2,Protected
Mesocarnivore,160,AT,RW,7,Protected
Mesoherbivore,160,AT,RW,6,Protected
Microcarnivore,160,AT,RW,23,Protected
Microherbivore,160,AT,RW,27,Protected
Mesocarnivore,161,NT,RW,2,Protected
Mesoherbivore,161,NT,RW,2,Protected
Microcarnivore,161,NT,RW,7,Protected
Microherbivore,161,NT,RW,16,Protected
Megaherbivore,162,NT,RW,0,Protected
Mesocarnivore,162,NT,RW,2,Protected
Mesoherbivore,162,NT,RW,3,Protected
Microcarnivore,162,NT,RW,8,Protected
Microherbivore,162,NT,RW,16,Protected
Megaherbivore,163,NT,RW,0,Protected
Mesocarnivore,163,NT,RW,2,Protected
Mesoherbivore,163,NT,RW,3,Protected
Microcarnivore,163,NT,RW,14,Protected
Microherbivore,163,NT,RW,32,Protected
Megaherbivore,164,NT,RW,0,Protected
Mesocarnivore,164,NT,RW,1,Protected
Mesoherbivore,164,NT,RW,4,Protected
Microcarnivore,164,NT,RW,6,Protected
Microherbivore,164,NT,RW,11,Protected
Megacarnivore,165,NT,RW,1,Protected
Megaherbivore,165,NT,RW,0,Protected
Mesocarnivore,165,NT,RW,1,Protected
Mesoherbivore,165,NT,RW,2,Protected
Microcarnivore,165,NT,RW,13,Protected
Microherbivore,165,NT,RW,22,Protected
Megacarnivore,166,PA,RW,1,Protected
Megaherbivore,166,PA,RW,0,Protected
Mesocarnivore,166,PA,RW,4,Protected
Mesoherbivore,166,PA,RW,11,Protected
Microcarnivore,166,PA,RW,16,Protected
Microherbivore,166,PA,RW,29,Protected
Megacarnivore,167,PA,RW,1,Protected
Megaherbivore,167,PA,RW,0,Protected
Mesocarnivore,167,PA,RW,2,Protected
Mesoherbivore,167,PA,RW,7,Protected
Microcarnivore,167,PA,RW,8,Protected
Microherbivore,167,PA,RW,12,Protected
Megacarnivore,168,AT,RW,1,Protected
Megaherbivore,168,AT,RW,3,Protected
Mesocarnivore,168,AT,RW,6,Protected
Mesoherbivore,168,AT,RW,13,Protected
Microcarnivore,168,AT,RW,30,Protected
Microherbivore,168,AT,RW,33,Protected
Megacarnivore,169,"NA",RW,2,Protected
Megaherbivore,169,"NA",RW,0,Protected
Mesocarnivore,169,"NA",RW,3,Protected
Mesoherbivore,169,"NA",RW,7,Protected
Microcarnivore,169,"NA",RW,22,Protected
Microherbivore,169,"NA",RW,19,Protected
Megacarnivore,170,"NA",RW,2,Protected
Megaherbivore,170,"NA",RW,0,Protected
Mesocarnivore,170,"NA",RW,3,Protected
Mesoherbivore,170,"NA",RW,5,Protected
Microcarnivore,170,"NA",RW,23,Protected
Microherbivore,170,"NA",RW,16,Protected
Megacarnivore,171,"NA",RW,1,Protected
Megaherbivore,171,"NA",RW,0,Protected
Mesocarnivore,171,"NA",RW,2,Protected
Mesoherbivore,171,"NA",RW,5,Protected
Microcarnivore,171,"NA",RW,21,Protected
Microherbivore,171,"NA",RW,13,Protected
Megacarnivore,172,"NA",RW,2,Protected
Megaherbivore,172,"NA",RW,0,Protected
Mesocarnivore,172,"NA",RW,3,Protected
Mesoherbivore,172,"NA",RW,7,Protected
Microcarnivore,172,"NA",RW,21,Protected
Microherbivore,172,"NA",RW,14,Protected
Megacarnivore,173,"NA",RW,2,Protected
Megaherbivore,173,"NA",RW,0,Protected
Mesocarnivore,173,"NA",RW,2,Protected
Mesoherbivore,173,"NA",RW,5,Protected
Microcarnivore,173,"NA",RW,19,Protected
Microherbivore,173,"NA",RW,14,Protected
Megacarnivore,174,"NA",RW,1,Protected
Megaherbivore,174,"NA",RW,0,Protected
Mesocarnivore,174,"NA",RW,2,Protected
Mesoherbivore,174,"NA",RW,4,Protected
Microcarnivore,174,"NA",RW,16,Protected
Microherbivore,174,"NA",RW,15,Protected
Megacarnivore,175,"NA",RW,2,Protected
Megaherbivore,175,"NA",RW,0,Protected
Mesocarnivore,175,"NA",RW,3,Protected
Mesoherbivore,175,"NA",RW,10,Protected
Microcarnivore,175,"NA",RW,23,Protected
Microherbivore,175,"NA",RW,25,Protected
Megacarnivore,176,"NA",RW,2,Protected
Megaherbivore,176,"NA",RW,0,Protected
Mesocarnivore,176,"NA",RW,3,Protected
Mesoherbivore,176,"NA",RW,12,Protected
Microcarnivore,176,"NA",RW,26,Protected
Microherbivore,176,"NA",RW,40,Protected
Megacarnivore,177,"NA",RW,2,Protected
Megaherbivore,177,"NA",RW,0,Protected
Mesocarnivore,177,"NA",RW,2,Protected
Mesoherbivore,177,"NA",RW,8,Protected
Microcarnivore,177,"NA",RW,21,Protected
Microherbivore,177,"NA",RW,15,Protected
Megacarnivore,178,"NA",RW,2,Protected
Megaherbivore,178,"NA",RW,1,Protected
Mesocarnivore,178,"NA",RW,4,Protected
Mesoherbivore,178,"NA",RW,8,Protected
Microcarnivore,178,"NA",RW,23,Protected
Microherbivore,178,"NA",RW,18,Protected
Megacarnivore,179,"NA",RW,1,Protected
Megaherbivore,179,"NA",RW,0,Protected
Mesocarnivore,179,"NA",RW,3,Protected
Mesoherbivore,179,"NA",RW,9,Protected
Microcarnivore,179,"NA",RW,20,Protected
Microherbivore,179,"NA",RW,24,Protected
Megacarnivore,180,"NA",RW,1,Protected
Megaherbivore,180,"NA",RW,0,Protected
Mesocarnivore,180,"NA",RW,3,Protected
Mesoherbivore,180,"NA",RW,8,Protected
Microcarnivore,180,"NA",RW,18,Protected
Microherbivore,180,"NA",RW,21,Protected
Megacarnivore,181,"NA",RW,1,Protected
Megaherbivore,181,"NA",RW,0,Protected
Mesocarnivore,181,"NA",RW,3,Protected
Mesoherbivore,181,"NA",RW,8,Protected
Microcarnivore,181,"NA",RW,19,Protected
Microherbivore,181,"NA",RW,21,Protected
Megacarnivore,182,"NA",RW,1,Protected
Megaherbivore,182,"NA",RW,0,Protected
Mesocarnivore,182,"NA",RW,3,Protected
Mesoherbivore,182,"NA",RW,8,Protected
Microcarnivore,182,"NA",RW,16,Protected
Microherbivore,182,"NA",RW,22,Protected
Megacarnivore,183,"NA",RW,1,Protected
Mesocarnivore,183,"NA",RW,2,Protected
Mesoherbivore,183,"NA",RW,4,Protected
Microcarnivore,183,"NA",RW,11,Protected
Microherbivore,183,"NA",RW,8,Protected
Megacarnivore,184,"NA",RW,1,Protected
Mesocarnivore,184,"NA",RW,1,Protected
Mesoherbivore,184,"NA",RW,2,Protected
Microcarnivore,184,"NA",RW,3,Protected
Microherbivore,184,"NA",RW,1,Protected
Mesocarnivore,185,"NA",RW,1,Protected
Mesoherbivore,185,"NA",RW,1,Protected
Microcarnivore,185,"NA",RW,4,Protected
Microherbivore,185,"NA",RW,2,Protected
Megacarnivore,186,"NA",RW,1,Protected
Megaherbivore,186,"NA",RW,0,Protected
Mesocarnivore,186,"NA",RW,2,Protected
Mesoherbivore,186,"NA",RW,3,Protected
Microcarnivore,186,"NA",RW,16,Protected
Microherbivore,186,"NA",RW,14,Protected
Megacarnivore,187,"NA",RW,1,Protected
Megaherbivore,187,"NA",RW,0,Protected
Mesocarnivore,187,"NA",RW,2,Protected
Mesoherbivore,187,"NA",RW,9,Protected
Microcarnivore,187,"NA",RW,17,Protected
Microherbivore,187,"NA",RW,24,Protected
Mesocarnivore,188,"NA",RW,1,Protected
Mesoherbivore,188,"NA",RW,2,Protected
Microcarnivore,188,"NA",RW,4,Protected
